id,message,original,genre
4945,"If hour house was destroyed, what do we have to do because we can not spend our entire life sleeping outside (under the fine rain - serein)? ",SI NOU GEN KAY KRAZE KI SA NOU DWE FE PASKE NOU PA KA FE TOUT VI NOU AP DOMI NAN SEREN AN,direct
4947,"I am a victim of the earthquake. I live in Mariani 1, we have problem: no drinking water as well as tent. We are waiting for your response. ",Mwen viktim nan seisme la mwen rete maryani 1 nou gen problem dlo pou m bw ak tant map tan repons nou,direct
4948,Will there be a tsunami in Haiti..thank you ,EST CE QUE IL AURA UN SONAMI POUR HAITI. .. MERCI,direct
4949,I have no food in Pestel please send food for us. ,mwen paka manje pestel voye manje pou n0u,direct
4950,"Village in Delmas 103 that has yet to find any help, they are in the street. They cannot ..anymore ",Gen sit Delmas 103 ki pa janm jwenn anyen yo nan lari a. Yo pakab anko,direct
4951,"Haiti needs vertical earthquake-resistant constructions, decentralization of all communes and communal sections along with ","Haiti a besoin de : constructions verticales avec des normes antisismiques, dcentralisation de toutes les communes et sections communales accompagnie des",direct
4952,".. problem in PEstel, we need help with the population ",pwoblem nan pestel nou bezwen ed ak p6pulasyon an,direct
4953,"When you run, you must not look at the spectators but at the prize/ You know that a true Christian always seeks to glorify God and to build his .. ",Quand tu cours tu ne dois pas regarder aux spectateurs mais au prixTu sais que tout vrai chrtien cherche toujours a glorifier DIEU et a difier ses fe,direct
4954,"..hunger is killing us. Please, pass this message for us ",". Kidonk, grangou ap touye nou. Tanpri, F mesaj sa pase pou nou.",direct
4955,"She has a friend who lives in Carrefour, Haiti. She says there hasnt been any aid passing there at all, and the people in that area cant find anything to eat. ","Gen yon zon nan kafou, ki rele LAGRENADE dey do sgmitye a. Pa janm gen ed imanite ki pase la ditou ditou. Moun ki nan zon nan pa jwenn anyen pou manje",direct
4956,"What we saw yesterday is a sign, you need to know what Jesus is stirring up/doing ",a nou w la yo se sign yoy ou bezwen kon sa Jezi ap tounen.,direct
4956,"What we saw yesterday is a sign, you need to know what Jesus is stirring up/doing ",a nou w la yo se sign yoy ou bezwen kon sa Jezi ap tounen.,direct
4958,Something about how the lesson of the rain is getting to know them (literal translation). I take it to mean they are tired of the rain ,rres.La lecon la plus est de se bien connaitreBon sommeil!,direct
4959,".. a shelter centre that has lots of babies and children. Until now, we haven't gotten anything. We need medicine, tents, water and food ","s yon sant ebjeman ki gen anpil bb ak timoun, jiskounye a nou poko jwenn anyen, nou bezwen medikaman, tant, dlo, manje",direct
4960,Asking God for mercy and pardon ,CHAK 1 E DTAN MANDE GRAS PADON AK MIZERIKODE POU AYITI PASKE SESEL BONDIE KIKA RETIREL NAN SAL LIE LA FESA AK LAFWA TAN PRI VOYE SMS SA BAY I0 LOT MOUN N.,direct
4961,There are 5-7 people in the government that are taking portions of the aid coming to the people ,GROUP 5 MOUN OUBYEN 7 MOUN LE SA LETA KAPAB BAY REZO SA YO MATERYEL POU YOU FONKSONE EPI TOU YA GEN POU BAY YON POU SANTAY NAN SA YO RANTRE CHAK MWA,direct
4962,People from Source Corossol the locals are in the street and no official has come to vist and help with the destruction. ,Moun nan Source Corossol yon lokalite nan kafou pa jan m jwen n yon otorite vini visite nou dpi tranbleman d ta a anpil moun pedi kay yo ak tout sa yo t genyen,direct
4963,we are trying to form an organization to help ourselves. ,"N POU M MANDE LE KE NOU AP FOME JEN YO NAN DIFERANT DISIPLIN, ANTANKE RESPONSAB PEYI A LE N AP FOME JEN YO POU NOU FOME YO PA REZO SA VLE DI NOU METE PA",direct
4964,"materials to do this work come June in a huge difficulties because they do not allow their means to buy some material that they may operate, I took the initiative  ","TERYEL POU YO TRAVAY SA VIN METE JEN YO NAN YON GRO DIFIKILTE PASKE MWAYEN YO PA PEMET YO POU ACHTE KELKE MATERYEL POU YO KA FONKSYONE, MWEN PRAN PEMISYO",direct
4965,Please have more officials in the street. ,MWEN MEN M KOM YON ENFOMATISYEN CHOMEKO MWEN TA MAMDE NOU POU N PANSE AVEK PROFESYONEL KI LAGE NAN LARI A ESPESYALMAN PIL JEN GOUVENMAN AYISYEN AN AK GOU,direct
4966,"Possible person trapped or in need of serious aid. Located at Croix, after the area of Pacot Reginal ",. Croix - desprez zone Pacot Rginal,direct
4967,please send me the information for senegal ,Svp. pran enfomatyon pou senegal la pou mwen oke,direct
4969,We need the government CD in La Gonav. People in Sant Ebjeman by Jerusalem are dying. ,y yo yo bezwen ed gouvenman pase w moun la Gonav nan ed nap resevwa yo. Map tou raple nou ke mou yo ki nan sant ebjeman nan kolj jerusalem yo ap mour,direct
4970,In Gonaives there is a lot of damaged property but noone is helping. ,Palma yon zon nan la Gonav la anpil kay kraze nou mwen mande pou gouvenman panche sou zone sa. Ave anpil timoun kite pap ki vin laGonav ki pedi tout baga,direct
4971,"your word I am waiting for,I expect an answer thanks ",parole poumwen maptann repons noumerci bay.,direct
4972,"Good evening, you say that you give priority to the people who are the most affected. Please, what can you for me who just came out of the earthquake? Now I am starving to death. Please, do something.. ",bonsoir. noudi semoun kiplis frapeyo selimap okipe. silvouplait sanap di avekmwen kisoti amba tranbleman terre a. kounya grangou aptouyem. silvouplait diyon,direct
4973,We ask that the necessary aid is sent to us because we need help from the authorities in the area of Source Cosel in Carrefour ,Nou mande pou yo pote ed ki nesese pou nou paske nou bezwen ed otorite yo Zn Sous Kosl nan Kafou Mesi,direct
4974,Good evening. Thank you for the food but they have not sent enough for us at Rue Bolosse 4eme. We have already exhausted our supply of food. Will you please send us more? ,"Bonswa mesi pou nouritia, men yo pa voye tant pou nou nan 4m A. V Bls. NOu ap fin epize nan seren an marengwen ap fin mange nou fe yon jan pou nou S. V",direct
4975,We are in Delmas 31 in and we have not received anything. Please spread the word. ,Nou nan delma 31 nan hat 5 et 7 nou pa jan m jwen n anyen fe mesaj la pase pou nou silvouple.,direct
4976,"We can not stay too long in the (serein) the open space outside because of the light rain. We don't have a tent, we just have sheets to cover. Our location is Bas Fort Miragoane ",Nou paka fe tout vi nou nan yon seren nou pagen tant se ak dra nou bare. Adres anbaf miragwan,direct
4977,I am not aware of what is going on can you connect me please ,je ne suis pas au courant de ce qui se passe pouvez vous me conecter svp,direct
4978,I cannot sleep in the rain again. ,wen pa ka domi nan seren ank!,direct
4979,"I need help, food for victims who are in Saint Raphael Nord. ",Mwen bezwen ed manje pou moun sinistre ki ale SEN-RAFYEL Nord,direct
4980,"NOTES: requesting food, water, tents - no location given",Mwen kontan paske ou reponn mwen menm si nou pa ka repare kay yo silvoupl si nou te ka fe nou jwenn tant pou pare seren an ak nouriti dlo trete kelke me,direct
4982,"The minister must know we are discouraged, since we have ","La ministre doit savoir que nous sommes decourags, car nous avons d",direct
4983,Information about the possible earthquake between February 2nd and 21st. ,Information sur le saisme possible du 2 au 21 fv.,direct
4984,I am a victim i live in the cayes ,MWEN SE YOU VIKTIME NAN EVENEMAM MWEN RETE OKAY,direct
4985,"The SMS, How are you? Please please internally in the delmas 33 rue toussaint cite castro, we never reach groupe even a plastic water we starve and it s completly wet in the night  ","Koman nou ye? Tanpri souple andan nan delmas 33 nan cite castro rue toussaint, nou groupe nou pa janm jwen menm yon sache dlo nap mouri grangou serin fin",direct
4986,"people say that France is ready to help the students ,is it true? ",Pawl di Lafrans pre pou ede etidyan ayisyen eske se vre?,direct
4987,"Good evening, I am on Champs de Mars St. I am sleeping on the road. ",Bonsoir mw nan lari champs de Mars map demi nan laria,direct
4988,YOU NEVER CAME TO HELP US IN MY PLACE ,Nou pa janm vini bay anyen nan zon mwen ye a,direct
4989,Don't send me anymore SMS text. OK. These SMS are useless to me. What I need is food to eat. OK. ,"Pa voye SMS pou mwn ank ok. SMS nou yo pa itil mwn anyen. sam bezwen, C MANGE POUM MANGE OK",direct
4990,"The SMS, my friends at posmachan oneed where we find food and water if authorities do give the messag because they see iti ",Mezanmi moun psmachan ap mouri grangou kikote nap jwen manje ak dlo si pagenyen pasemesaj la ak otorite konsne yo pou yo panse ak psmachan paske yo we,direct
4991,"My house broken, I don't even have the Haitian State what can I do? ","Kay mwen kraze, mwen pa menm gen tant kisa leta ayisyen vlem f.",direct
4992,"The market is open. They say that people in Poste Marchando are not disaster victims. Make whatever you can, very soon, for that area.. ",mache a ou v yo di nou mounn psmachan pasinistre fe tout dilijans pou zon nan,direct
4993,he SMS 3-health - and cleaned 4-reflection and analysis of 5 - Education 6 - Security 7 - rebuilding 8 - extract. Etc. ,-sante 3- debleyaj ak pwopte ou netoyaj 4-refleksyon e analiz 5- edikasyon 6- sekirite 7- rekonstwiksyon 8- esans. Etc. Ce a dir yon ko mite jesyon dja,direct
4994,SMS: It would be good representatives for the Haitian crisis and has priority and to submit to the foreign mission. necessary that we have several comissions.1 food and water-2 ,Li ta bon pou repwezantan aysyen yo nan kriz lan gen avek yo ak pryorite pou soumet bay mission etranje yo. fok nou gen plizy komisyon. 1- manje ak dlo 2,direct
4995,"WE NEED A TENT NOW PLEASE ,WE CANNOT SLEEP OUTDOOR LIKE THAT ,IT WET ALL NIGHT,THE KIDS WILL GET SICK ","Salut! silvoupl, nou ka fe m jwen n yon tant nou pa ka pran seren an ank timoun n nan malad nan mem m anpil m pa konn sa poum f. mesi da vans.",direct
4996,"we dont have food distribution here ,we die hungry since 12 days we dont eat hurry up ","Gen le mou n kap f distribisyon yo ap kite grangou touye nou, nou nan sides kit f jodi a 2 mou n mouri depi 12 j. .. A nou pa jwen n anyen pou n mange f",direct
4997,"he on SMS, which you can call that number of mine that you may participate in the help they more than we get well give us address mine ",Sou ki nimero n ka rele pam pou n ka patisipe nan ed yo pliske n po ko jwenn. ou byen ba n adres pam.,direct
4998,we are hungra please help us now otherwise we die ,Di mini infomasyon pou nou vant ki grangou pa gin zory jodiya f 22 jou dipi tranbleman tya fin pas jiska prezan nou minm nan klsinn 8 prolong inpas,direct
4999,They have not given us food in the area around my house near Marotiere 77. Where can I go to get food? ,"yo pa bay manje nan zon bo lakay mwen. se kafou, mawoty 77. ki kote poum ale poum jwenn manje.",direct
5000,the SMS: I am happy for this information but do not forget the 22 days even in the second plane goave in the mist of the night and all our babies will get sick ,Mwen byen kontan pou tout enfomasyon sa yo men pa bliye depi 22 jou a nou menm dezim plan nan ti gwav nou nan seren an ak tout ti bebe nou yo nou pa w,direct
5001,NOTES: Would like to know about Senegal refugee program - can one go if one doesn't have a passport?,Mwen ta renmen gen yon ti enfomasyon sou pwogram voyaj senegal la ? Si yon moun pa gen pasp eske li posib pou li ale ?,direct
5002,"can't take anymore, friends thirst is killing us. Help us thank you ","pa kapab an ko, mezami soif ap tuye nou help us, thank yo u",direct
5003,"there are no tents, we don't have any tarps, we can't sleep in the street like this anymore, What can .. ",pa gen prela nou pa gen tant nou pa ka demi nan lari ank kisa pou,direct
5004,The Ministry of Information tells us not to build houses. Are they going to build them for us? ,"Minis enfomasiyon di piga nou bati kay eske yo ap bati pou nou, nou",direct
5005,i would like for them to ask the ppl to take all the belongings they can salvage from their homes and give them a place to go so that reconstruction can begin ,Mta renmen yo fe moun yo pran tout sak posib nan kay yo epi yo ta dirije yo nan yon andwa ki fet pou sa. apr yo ta plati kapital la net avan yo rekonstwil.,direct
5006,"Hello. Can you give me information about the distribution of food, the opening of schools, and the reconstruction of our Haiti? ","Bonjou est-ce vs pouvez me donner quelques informa- tions sous la distribution de la nourriture, l'ou- verture d'cole et la construction de notre Haiti.",direct
5007,"to find work, sweep the streets ",pou nou jwen n travay bale lari yo,direct
5008,We sent a request for PAM food distribution. Where and how can we find food? ,Nou voye mande pam kib nap jwen n kat manje yo e koman pou nou fe,direct
5009,"The SMS: in the provinces, who will help school, because I said I would like to know whether I will be able to end the year school ok thank you. ","Mwen anpwovens, ki ed ki genyen sou kekson lekol la, paske mwen nan di m ta renmen konnen eske map ka fini ane lekol la ok mesi.",direct
5010,"I SENT THE CV BUT I GOT NO ANSWER YET,I AM UNEMPLOYED A LONG TIME AGO ",Mwen voye C. V. a ba job paw men yo pank reponn mwen sitou map viv nan chomaj depi bl lirt,direct
5011,I CANNOT GET A CARD TO GO TO EAT ,mwen pa jwen kat pou m al chache mange,direct
5012,They are starving in an area called Lamentin 54 (not quite sure where that is). This person claims that area has been pleading for aid for some time now and havent got anything. ,Depi dat lamentin 54 rue aurelle ap mande d nou pa janm pran sa ankonsiderasyon ni fanm ni gason ni timoun tout grangou mesi,direct
5013,"i asked for a tent and never got one, i'm sleeping in the cold every night ","Ki solidarite souple ? Se yon tant ke mwen mande, map domi nan fredi chak swa e mwen pa janm jwenn li.",direct
5014,ive sent numerous messages and ive never gotten a response ,Men tout mesaj mwen voye ban nou m'pa ka janm jwen repons sou mesaj pam yo.,direct
5015,"This person says there are in a place called Solino, Haiti. They say they can not find any water, food, or place to take a bath ","NAN SOLINO, N'PA JWENN DLO, MANJE, ATIK TWALET, MEDIKAMAN E LATRIE.",direct
5016,is there a place where ppl can go to drop off their resume to find work at one of the NGO's?(humanitarian orgs) ,ESKE PAGEN YON ENDWA KOTE YON MOUN KAPAB AL DEPOSE CV 'L POU JWEN-N TRAVAY NAN ONG YO,direct
5017,"The person sending this text message is frustrated because everything they are asking you, you cannot find (literal translation). ",Mwen pap itilize nou anko paske tout sa map mande yo m pa janm jwenn yo. MESI,direct
5018,"What will we get from solidarity with 4636, when we look in Solino, we never find any of the aid that's being given ","kisa n'ap benefisye de solidarite ak 4636, le n'ap gade nan SOLINO  n'pa janm jwenn anyen nan ed k'ap bay yo.",direct
5019,"i would like to go to Senegal, what should i do? ",Mwen ta renmen ale senegal kisa pou'm ta fe,direct
5020,Where can I find a card for food because I have nothing to eat. ,Men ki kote m ta ka jwenn yon kat pas ke m pa gen manje,direct
5021,I NEED TO KNOW WHERE TO GET FOOD CARD I AM HUNGRY ,Mw ta renmen konnen ki kote kat sa yo ap bay poum al bay nom mw poum ka jwenn manje,direct
5022,"HELP TO THE CITY OF GANTHIER ,WE NEVER HAD ANY UNTIL NOW ","N'ap mande ak moun kap bay d yo pou yo vini nan komin ganthier, paske nou poko jan'm w okenn moun pase w kote nou ye nan komin nan.",direct
5023,please i'd like to know where the African embassy is in haiti ,je veux savoir ou est situ l'ambassade africain en haiti S. P. V,direct
5024,In sant ebjemane we are by Fontamara 27 and we have 520 families who are depending on us and they are not receiving anything. ,Nan Sant ebjeman nou an ki chita ba kastra nan fontamara 27 nou gen 520 fanmiy sou kont nou ki pa janm jwenn anyen.,direct
5025,how to find information on what is happening in the country? ,M ta renmen gen enfomasyon sou sa kap nan peyi a,direct
5026,"my house is damaged, where will I stay if I cannot fix it. ",Ti kay mte genyen an li andomaje ki kote map rete sim pa ranjel.,direct
5027,I would like more information on that country. ,Mwen vle konn plis infomasyon sou peyi a.,direct
5028,how long before they fix my house? ,Apri konbyen de tan m ka ranje kay mwen.,direct
5029,is school going to be open this year? ,ESKE LEKOL AP OUV POU ANE A. POU ZON POTOPRENS LAN,direct
5030,can someone from the usa adopt an 18 year old? ,Besoin konen si yon moun genyen residence au u. s. a eske li ka vini pran yon timoun ki poko genyen 18 ans,direct
5032,can people sleep in tin houses ,Men si kay la pa tonbe se kay tel eske moun ka demi la dann,direct
5033,Laseg information ministry wants everyone to use 4636 ,4636 : Minis enfomasyon Laseg mande tout itilizate 4636 yo pou kont,direct
5034,"for us in koray no one has to come to check on us, not the authorities nor the ngo's, even the international community are stuck, theres alot that have taken refuge in koray in arcayais ",Nou men m koray pa gen mou n ki voye je sou nou ni otorite ni ong men m kominote intenatyonal la prizonye yo gen anpil ki pran azil koray nan akay.,direct
5035,if you missed school can you get ready in one month? ,"ENFOMASYON, - ske si yon elv pat lekol nan lise frans li pa ka preparel pou 1 mas",direct
5036,Where can a pregnant woman get an xray scan ,Ki kote yon fanm ansent ka fe yon ekografi105,direct
5037,Where can we go to find tent and tarpaulin (canvas)? ,ki kote nou ka ale pou nou jwenn tant oubyen prela.,direct
5038, O sekou bondye sove m anba mur ak ti moun yo men kounye a swaf a grangou ap touye nou f yon bagay pou nou souple.rele m map di nou kote m ye paske m pa  Please God save me I am under a wall with children - but now thirst and hunger are going to kill us - please do something for us - call me and I will you where I am because I am not Amessage cut off ,O sekou bondye sove m anba mur ak ti moun yo men kounye a swaf a grangou ap touye nou fe yon bagay pou nou souple. rele m map di nou kote m ye paske m pa,direct
5040,"I AM A ACCOUNTANT,I NEED A JOB IN THE GOVERNMENT THANKS ","M se yon kontab, m ta remen jwenn yon travay nan yon 0ng ou yon gouvman.",direct
5041,HOW CAN A YOUNSTER FIND A JOB? ,Kijan yon jan ka fe pou l jwenn yon jb?,direct
5043,"WHAT PROGRESS IN OUR COUNTRY? IT'S BROCKEN,NO FOOD,WHAT CAN WE DO? WE WAIT FOR HELP NOW IT S URGENT THANKS ",KI PROGE NOU NAN PEYI A KI FIN CRAZE A PA GEN MANGE MOUN FEK KARE DOMI GRANGOU KI SA NOU MENM NAN PEYI POU NOU FE. MECI BON SYORE.,direct
5045,"The SMS I thank the minister said public health, medical blood frontiere, camep, mine and others for doing good work and continue to do ya for the population.  ","Map di mesi a minist sante publik, medsen san frwonty, camep, pam ak tout lot yo pou tout bon travay yap f e ya kontinye fe pou popilasyon an.",direct
5046,Study completed successfully. Thanks a lot. ,fin etidye avek siks. Mesi anpil.,direct
5047,"The SMS eat a small meal every day. I think it would be normal because I like American works, although attendance is demagoguery of the system.  ","piti ka manje yon pla chak jou. mwen te kw ke sa tap pi nmal paske mwen renmen jan ameriken fonksyone, malgre prezans yo, se demagoji nan sistm nan.",direct
5048,"The SMS hunger and thirst and other parties who have no where to get help and ask again,we are placed in these areas trying to think of another way for all ",angou ak swaf e yon lot pati moun pa gen kote pou pran ed ank. map mande ak moun yo ki plase nan domin sa eseye panse yon lot fason pou tout moun pou pi,direct
5049,The SMS: ok thank you very much for all the good and infomation Council that the reward from God ,ok mesi anpil pou tout bon infomation ak tout konsey sa yo rekonpans lan nan men Bondye,direct
5050,how can I participte in the reconstruction of the country? ,Comment pourrais je participer dans la reconstruction du pays,direct
5051,"Please where can I find Help, specially water and tents? ",Svp kijan ak ki kote map ka jwenn aid sitou tant ak dlo?,direct
5052,i am voltaire technician in auto mechanic and computers ,MWEN SE VOLTAIRE TEKNISYEN AN MEKANIK OTO E ENFOMATIK.,direct
5053,information for work in the country ,Information pour travail dans le payi,direct
5055,i am hungry and i have no one ,mwen grangou em pa gen peson !,direct
5056,"i'd like to know if my house was not destroyed, when can i get back in the house? ",mwen ta renmen konnen si kay mwen pa kraze kile pou'm antre la dan'l,direct
5057,i would like a job after the january 12th disaster ,je voudrais un emploi apres le catastrophe du 12 janvier.,direct
5058,please i need information on where to get a card to get food ,Sil vou ple mwen bezwen infomasyon sou afe kat poum jwenn manjea,direct
5059,what are the plans for these houses? the ppl are sleeping on the street and remember alot of them do not have family else where in the country ,Ki plan nou pou kay sa yo?Moun sa yo ap kouche difinintivman nan lari a?sonj gen anpil ladan yo pa gen moun an pwovens.,direct
5060,we are asking the minister (govt) when there will be work available in the country. thank you ,Nap mande minis an kil ap gen travail pour nou travail nan tout payi a mesi,direct
5061,"SOS. We are having a thieves issue in Rue Nord Alexis, Avenue Poupelard. They are breaking into the damage houses in broad day light ","SOS. We are having a thieves issue in Rue Nord Alexis, Avenue Poupelard. They are breaking into the damage houses in broad day light",direct
5062,"There is a 4 story building in ruelle chretien, at the summit of the hill. Please have it destroyed for it may kill several whenever it falls down.one o  ","There is a 4 story building in ruelle chretien, at the summit of the hill. Please have it destroyed for it may kill several whenever it falls down. one o",direct
5063,what will happen to the rest of the school year? ,Ki moyen yap itilize pou res anne lekol,direct
5064,Please tell me where I can get the card PAM is distributing. PLease call me back. ,"Ki kote poum ale poum jwenn kat pam ap bay la, mwen pa konn kote poum ale tanpri reponn mwen",direct
5065,I would like to know where I can get the card that PAM is distributing to get a bag of rice. ,"Kat PAM ap distribiye yo pou moun ka jwenn yon ti sak diri a, mta renmen konnen ki kote moun kfou ka jwenn li.",direct
5066,HOW CAN I SNED A CAALL TO CANADA? ,Kijan poum fe poum voye yon apel kanada nan optyon ,direct
5067,information is needed for vaccination. ,Info sur les programmes de vaccination.,direct
5068,I need a free cell phone please I love digicel ,"I need a free cell phone please, i love digicel",direct
5069,we do not understand why we cant get a tent for kids that are 5 and 4 months old...last night it was raining on the kids ,KIJANW KA KONPRANN NOU PA MENM GEN YON TANT TIMOUN SENK MWA KATMWA NAN SEREN KISAN. POUN FE ESKE. SE PAKAY. LA POUN REPARE. YE SWA LAPLI MOUYE TIMOUN,direct
5070,I watch with my eyes while I suffer that the water won't kill us ,je gade nou pou la fini soif dlo pa touye nou,direct
5071,I am injured and my home is destroyed where we are a we are not even receiving water. ,Mwen sinistre kay mwen kraze kote nou ye a menn on ti dlo yo pa ban,direct
5073,we are a group of women in twitye in carrefour. we would like to know where we can get coupons or cards to receive food ,Nou se yon gwou fanm ki nan twitye komin kafou. Nou ta remen konnen kikote nap jwenn koupon ou kat pou resevwa manje PAM yo?,direct
5074,"THE GOUVERNEMENT WILL HELP US REBUILD OUR HOUSE,I WANT TO BELIEVE IT ",Eske leta ap ede'm f kay mwen an yon fwa ank?,direct
5075,The earth is shaking. Please give me some information. ,"Tremblement de terre, donne moi quelques informations",direct
5076,What are the news for this morning? ,KIjAN ENFOMASYON AN YE MATEN AN?,direct
5077,"I WANT TO GO IN THE COUNTRY SIDE ,WHERE CAN I FIND A BUS? ",m vle al andeyo ki bo map jwen n bis,direct
5078,The person would like to know the status of the trip to Senegal. ,Mwen ta renmen konnen kondisyon koman vwayage senegal la ye.,direct
5079,I don't need this incompetent government's message.Please send me information about employment ,Mwn pa need mesaj gouvneman incomptan sa. Please send me infomation sou emploi,direct
5080,The person would like to know how to apply for a passport at this time. ,Mta renmen konnen kijan pou moun ki bezwen fe on paspo an nijans fe nan moman sa?,direct
5081,the gorvement look place for us to stay but they are small and the said we can't build they want take our place ,"Leta ap chache lot kote pou-l mete nou, yo pral mete nou nan yon ti kounouk e te nou yo nou fi-n achte a kay la kraze yo di nou pa bati pou yo ka pran ta a.",direct
5082,I think before school opened we have ask god to protect those haitian child ,JE PENSE SI AVANT LOUVERTURE DES CLASSE IL FAUDRAIT Y AVOIR UNE INTERPELATION SELESTE POUR TOUS LES ELEVES AFIN DE DEMANDER UNE PROTECTION AUX ENFANTS HA,direct
5083,I would like to know the most updated news. ,Mwen ta renmen konnen dnye nouvel yo,direct
5086,What does the future hold for Haiti for the next few years ,Ki chans peyi a genyen ane kap vini yo,direct
5087,I m giving the message where I am at adelmas 31 ,map pase mesaj la kote mwen ye a nan delmas 31 HATT 7 la,direct
5088,guys it's time to take those people ou of the park chand mase because the chand masis not good thank you ,Mezaoi li le pou nou wetire moun sa yo sou chand mas la paske chand mas la pa bon mesi,direct
5089,The person would like to know where or which hospital the people that was hurt on the January 12 earthquake were sent out. ,Mwen ta renmen konnen lye kote yo te voye moun kite blese nan seisme 12 janvie a,direct
5090,The people from inside the Village rapatriye in La Plaine didn't receive any help. ,Nan laplenn andedan vilaj rapatriye nou pnko jwenn anyen,direct
5091,"We don't have any minutes on our phone to transmit these informations, can you help us. ",Nou PA GEN KATPOU NOU RELE BAY ENFOMASYON SA YO ESEYE JERE NOU ANTANKE ITILIZATE 4636,direct
5093,"We are in needs of tents and water at Mahotiere 77, carrefour trofort ",nou bezwen tant ak dlo mahotiere 77 kfou. trofort,direct
5094,I would like to know when the school are going to start. ,mwen ta renmen connen ki le lcol ap ouvri,direct
5095,We would like to have some tents for the school in Deluge ,Nou bezwen tant nan lekol delije a pou moun yo.,direct
5096,"I am a victim that has been living in the field of Haytrak without tents or nothing, how can you help me. ",Mwen se yon viktim ki nan abri proviswa nan teren haytrak la men m pa gen ni prela ni tant koman nou ka edem. Merci ampil,direct
5097,"I would like to know what is going on in Haiti right now, thank you ",Infomasyon mwen dye konnin sou sa kap pase nan peyi a mesi,direct
5098,Please let me know what to do. ,Tanpri mezanmi di mwen kisa pou'm f?,direct
5099,it is time to remove the people from champs de Mars. it is not a good location ,Mezaoi li le pou nou wetire moun sa yo sou chand mas la paske chand mas la pa bon mesi,direct
5100,I would like to know the latest news. ,Mwen ta renmen konnen dnye nouvel yo,direct
5101,I would like to know where they sent the people that were injured from the earthquake on Jan 12 ,Mwen ta renmen konnen lye kote yo te voye moun kite blese nan seisme 12 janvie a,direct
5102,"While waiting for the government to build, if it rains, where am I going to sleep with the children? It's been more than 5 days that I've been asking for water and a tent. I've been sending a lot of messages and not getting any help. Thank you. ",En attendant leta konstui si gin lapli ki kote map domi ak timoun yo sa fe plis pas 5 jou depi map mande nou dlo mange ak tant?nap voye pil mesage san aid mci,direct
5103,I am a victim in the Haytrak short term camp. I don't have a shelter nor tent. How can you help me. Thank you very much. ,Mwen se yon viktim ki nan abri proviswa nan teren haytrak la men m pa gen ni prela ni tant koman nou ka edem. Merci ampil,direct
5104,NOTES: request to know when school will reopen,mwen ta renmen connen ki le lcol ap ouvri,direct
5105,Request for latest information ,MWEN TA RENMEN KONNEN DENYE NOUVEL YO,direct
5106,I will relay the message where I am in Delmas 37 Hatt 7 ,map pase mesaj la kote mwen ye a nan delmas 31 HATT 7 la,direct
5107,Have pity on us in La Gonave.. we can't anymore.. hunger demanding authority.. make a way. ,Gen pitie pou nou nan lagonav sitou nan palma nou pa kapab anko grangou mande otorite ki konseneyo fe yo fe yon jan,direct
5108,we need help in plaza 60 accross delmas 60 please ,( Ede nou ) Tanpri nou bezwen ed ( aide ) nan plaza 60 an fas delmas 60 svp,direct
5109,how to get a job int he gouvernment or in an org ,KOMANM KA FE POUM JWENN JOB NAN LETA OU BYEN NAN YONN NAN ONG,direct
5110,The SMS with school as the future of the polarization that under current dekomb ,gen lekol nan avni jan pol de ki gen moun anba dekomb kounye a,direct
5112,"since the event, Lamentin 54 Rue Aurelle. We have been asking for help no one has helped us. women, men, and children are hungry. thank you ",Depi dat lamentin 54 rue aurelle ap mande d nou pa janm pran sa ankonsiderasyon ni fanm ni gason ni timoun tout grangou ms,direct
5113,"Please don't send messages to my phone, its not helping me ",pa voye msaj sou tlf mwen s pa anyen nap itil mwen fu ku,direct
5114,The SMS:  I speak english i would like to work to help my country thank you very much  ,I speak english i would like to work to help my country thank you very much,direct
5115,I would like to know what is going on in the country ,Mwen ta renmen konen sak kap pase nan peyi,direct
5116,where is the ministery will put all the people in the street ,ki kote minis lan ap mete moun ki nan lari yo.,direct
5117,"Hello, I am writing to see if you can help us. We are victims of the quake. ","Salut, je vous ecris juste pour avoir un aide car ns sommes victimes du earthquake",direct
5118,"Why don't you call me, to give me food,I'm staving ",POU KISA OU PA RELEM MWEN POUW BAN M MANJE MWEN GRANGOU,direct
5119,"Hello we are located on Santo 2, extended we need help. ",Salut nous somme a santo 2 prolonge nous avons besoin de l'aide,direct
5120,"Are we going to get some aid? Send peas, juice, bread, water, corn, etc. Trianon, Mirebalais ",eske nap JWENN ED KI DAT. VOYE W POU A. J. P. D. T. M. TRIANON MIREBALAIS.,direct
5121,"I am 28yr old I have some journalism/comunication experience, where can I go and drop my CV for a job please ",M se yon jeune 28 ans m gen yon experience nan kominikasyon jounalis se ki kote m kapab al depoze yon C V pou yon job silvouple,direct
5122,"We receive nothing, but we are supporting president Preval. De SAEL: President de RNEP et ACAFDH ","Nous ne trouvons rien, mais nous appuyons president preval. DE SAEL : PRESIDENTde RNEP Et ACAFDH",direct
5123,We have a social center in Gonaive with more than 100 people to feed. Can you please help us? ,Nou gen yon sant nan gonayiv ak plis ke 100 moun poum bay manje edem souple,direct
5124,What other information do you have regarding the earthquake situation? Is it over? ,Ki INFOMATION NOU GENYEN ANKO SOU TRANBLEMAN DE TE A ESKEL FINI,direct
5127,PAM is distributing food but they said that it's for families only - only widows and orphans. ,PAM ap f distribisyon manje men yo di se fanm ki ka pran li men se vf yo ak felen,direct
